conversation_id,conversation,cluster,intent,reason
119,"AppleSupport: @569854 We understand your concern, and would like to investigate that. Please DM us to get started. https://t.co/GDrqU22YpT",4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
120,"Customer: @AppleSupport constantly asked to enter my password for MyExchange will trying to dial my IPhone 7.  Started with IOS 11.
AppleSupport: @603107 We want to look into this. What happens when you enter your password? Does it give you an error?
Customer: @AppleSupport I haven’t entered it.  I just press cancel then it pops up again and again.  Then stops.
AppleSupport: @603107 Understood. When it pops up again, let's try entering your password and let us know the result.
Customer: @AppleSupport I wil give it a try.  Let you guys know ASAP.  Thanks for responding.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
121,"Customer: My phone is such a piece of shit, it’s been charging for 30 minutes and it’s gone from being on 1% to 10 and back down to 4 😊😊 @AppleSupport
AppleSupport: @589077 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
122,"Customer: Hi! How can I transfer my whole Whatsapp-history from Android to iOS? @153604 @AppleSupport @2446
AppleSupport: @247137 We can help. Here's how to move from Android to Apple: https://t.co/5sQIZXtFhM
Customer: @AppleSupport I tried this, but unfortunately my Whatsapp messages are all lost...
AppleSupport: @247137 Let's get to DM to continue. https://t.co/GDrqU22YpT
Customer: @AppleSupport That's okay.",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
123,"Customer: @AppleSupport I can't access work emails from my Macbook Pro? It asks for passcode then AppleID verification, but doesn't provide a box.
AppleSupport: @741580 Let's get you back to being productive with your emails. Do you use iCloud for your work email?
Customer: @AppleSupport Thank you. I appreciate that. Yes, both with my iPhone and Macbook Pro. All fine now with iPhone and now through iCloud, but not mail.
Customer: @AppleSupport Appears to be an issue with iCloud preferences. It asks for password which I provide, then sends me verification code, but no box provided.
AppleSupport: @741580 Let's look into this a little further. Please send us a DM, then we'll go from there. https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
124,"Customer: @AppleSupport please make previous version of iOS available again, this new thing is TERRIBLE
AppleSupport: @325689 We want your iOS 11 experience to be as smooth as possible. What type of issues are you having?
Customer: @AppleSupport Background apps are not staying open so if i click notifications (like twitter dms) it reloads the entire app
Customer: @AppleSupport Takes four seconds to load. Every time. This is absurd.
Customer: @AppleSupport In addition the new podcast app is terrible and the battery life is way low.
Customer: @AppleSupport I use Apple because I like the os more than android. You’re making things more and more like Android. Losing your competitive edge.
AppleSupport: @325689 Let's take a closer look at this. Follow us to DM and we'll continue from there. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
125,"Customer: @AppleSupport my iPhone keeps pocket dialling contacts in my phone, any way of making this stop?
AppleSupport: @184056 We'll be glad to assist you. Is your iPhone set to auto-lock? Tap Settings &gt; Display &amp; Brightness. What is Auto-Lock set to?
Customer: @AppleSupport It’s set to never
AppleSupport: @184056 Try changing the Auto-Lock to a shorter amount of time. Let us know if that helps when your iPhone is in your pocket.
Customer: @AppleSupport It’s helped. Cheers.
AppleSupport: @184056 We are happy to hear that helped. Let us know if we can be of any other help.",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
126,"Customer: @AppleSupport Can movies be downloaded to the Apple TV? I may be going away on business and want to know my options...
AppleSupport: @819833 We have a dedicated Apple TV team who can answer this for you, we’d like to help you reach out to them.
You'll want to first create a support case on our website here: https://t.co/IBIY3vMgPj  Once you have a case number, you can schedule a call.
Customer: @AppleSupport Oh dear Apple Support...it was more of a yes/no question. If I have to make a support case to get a simple answer, why do I have this product?",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
127,"Customer: Why can’t I️ type the letter between H and J @AppleSupport
AppleSupport: @591135 Thank you for reaching out. Let's work together. Please send us a DM including which iOS version you have installed. https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
128,"Customer: @AppleSupport macOS keeps asking for local items keychain password, help me please?
AppleSupport: @249144 We can help get that sorted out. Let's try the steps here: https://t.co/QmAGAPvqRM, and let us know in DM if those don't help. https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
129,"AppleSupport: @178454 Being able to play your music from the lock screen is what we want for you. Which model is it and is iOS 11.0.2 installed?
Customer: @AppleSupport Yes that’s the one!
AppleSupport: @178454 Does this occur when playing music from a third-party app, or the built in Music app?
Customer: @AppleSupport The build in Music App.
AppleSupport: @178454 We'd like to take a further look. Please meet us in DM. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
130,"Customer: @AppleSupport I made a few transactions at the new Apple Store in Downtown Brooklyn today and I haven’t received any of the online receipts yet. Any help?
AppleSupport: @253839 Thank you for reaching out, we'd like to get you pointed in the right direction. We'd recommend reaching out to our Sales Support Team. You can reach them here:  https://t.co/8yjRd1Xo0i",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
131,"Customer: @AppleSupport - having a problem with a subscription- very hard to find a resolution..
AppleSupport: @504920 We'd like to help! Send us a DM with details of what you are experiencing with your subscriptions to proceed. https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
132,"Customer: @AppleSupport votre mise a jour iOS 11.0.3 est une catastrophe, comment peut on laisser des Clients dans un tel désarroi ?? iPhone 6s !
AppleSupport: @754989 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",6,REQUEST_HUMAN_SUPPORT,"Customers are explicitly asking for help, contact, or assistance from a human agent, often expressing frustration with automated responses or seeking to escalate their issue."
133,"Customer: What the H is up with this I️ since the new IOS UPDATE? Come on APPLE, you’re better than this! #smdh @AppleSupport
AppleSupport: @485892 We want to help you get things working smoothly. Try following the steps in this link: https://t.co/sDSg93LaFu",9,IOS_11_BUG_REPORT,"Customers are reporting specific issues with iOS 11, and support agents are verifying the exact software version to determine if a recent update resolves the problem."
